Média (pesos);RC;Área Aberta;Vegetação Secundária;BR 163;Proximidade a área urbana;Estradas vicinais;Tamanho dos imóveis;Imóveis certificados;Declividade;Rios ;Assentamento;Embargo;Floresta;Unidade de Conservação;Terra Indígena;;;
273;0,097095022;0,207696407;0,144406162;0,143955808;0,09208435;0,087924378;0,077634325;0,067221076;0,044491106;0,043661401;0,030723893;0,024870431;0,015432929;0,011185419;0,008712315;;;
49;0,097080325;0,192354133;0,14549515;0,152441838;0,10251867;0,085354288;0,076743388;0,0644483;0,046039347;0,043255275;0,031149168;0,024802153;0,015427624;0,011045466;0,008925199;;;
938;0,097056901;0,208541855;0,135620832;0,152104221;0,104472399;0,082686858;0,073530902;0,064167424;0,045629059;0,043269237;0,030941704;0,024625741;0,014617504;0,011147513;0,00864475;;;
880;0,097056187;0,198884185;0,14238173;0,148971027;0,097239848;0,088098879;0,074366488;0,067583886;0,044963017;0,045597027;0,030687805;0,025687067;0,015413657;0,011178259;0,008947125;;;
134;0,097047999;0,194180817;0,146724351;0,154943748;0,09656968;0,085114421;0,075270171;0,067851755;0,043401775;0,044648954;0,030805593;0,025389221;0,015097945;0,011209234;0,008792336;;;
36;0,097042705;0,204108893;0,136375101;0,150952393;0,100076672;0,082264652;0,079129456;0,067091202;0,045668407;0,043045691;0,031447634;0,024900222;0,015460772;0,010674248;0,008804658;;;
533;0,097041097;0,203438674;0,151966364;0,1455084;0,094199303;0,083875673;0,076253928;0,064257024;0,046199207;0,043508303;0,031512737;0,024657561;0,014693156;0,011095483;0,008834188;;;
803;0,097035078;0,19372259;0,145705616;0,149081312;0,105580638;0,084383727;0,075139442;0,065439807;0,04450378;0,043395133;0,031195896;0,026222872;0,015548469;0,011078276;0,009002443;;;
903;0,097033643;0,203100351;0,144797112;0,148295651;0,09634078;0,085397371;0,076140416;0,064746686;0,046029117;0,043528041;0,032292689;0,024433843;0,015385581;0,01075929;0,008753071;;;
893;0,097031125;0,202691406;0,151745205;0,139894952;0,100066228;0,085818689;0,072017154;0,065513694;0,047482209;0,043715206;0,031214927;0,024621739;0,015072587;0,011324616;0,008821386;;;
755;0,097022533;0,195943859;0,152217135;0,14250008;0,098641957;0,087680788;0,069063881;0,072932468;0,046483564;0,042580804;0,03195244;0,024841495;0,014894162;0,01146599;0,008801377;;;
503;0,096993135;0,190105156;0,152348946;0,143130621;0,102118873;0,091771054;0,075605147;0,064496593;0,045531214;0,042672888;0,031644124;0,025402348;0,015548299;0,01067253;0,008952206;;;
999;0,096981235;0,201285726;0,147891816;0,148331279;0,093235723;0,089064196;0,073911774;0,065390601;0,045409398;0,043141999;0,032608791;0,025150046;0,014463048;0,011211226;0,008904376;;;
179;0,096978942;0,203898301;0,149395035;0,13498042;0,102476041;0,085378459;0,076189998;0,065363505;0,044918857;0,04531394;0,031447402;0,026096326;0,014831339;0,010844642;0,008865734;;;
608;0,096973676;0,202423155;0,141197428;0,14818452;0,094523639;0,089160134;0,07549679;0,06948347;0,045080132;0,04337518;0,031210342;0,024690135;0,015225088;0,01113009;0,008819899;;;
670;0,096962642;0,19878333;0,147892326;0,146775161;0,098770494;0,084617453;0,073267601;0,069217752;0,046287458;0,044133533;0,030706836;0,02489932;0,014958012;0,010765087;0,008925637;;;
236;0,096960319;0,199848423;0,150557947;0,146222781;0,09774841;0,084798603;0,074349315;0,06662724;0,046573332;0,042226524;0,031662827;0,024804626;0,014998643;0,010873947;0,008707382;;;
190;0,09694726;0,200804993;0,152567798;0,141330215;0,089851672;0,089217601;0,079111599;0,066627927;0,044099327;0,045178323;0,031282937;0,024483625;0,014991373;0,011470971;0,008981638;;;
995;0,096946478;0,206503639;0,144761475;0,143313592;0,096474493;0,090499243;0,070395571;0,066641907;0,046016674;0,043793749;0,031824222;0,025022252;0,015032007;0,010932602;0,008788574;;;
634;0,096942176;0,202871478;0,146749976;0,148936113;0,096120769;0,08483107;0,075364041;0,06654025;0,045870916;0,042535062;0,030887696;0,024230854;0,015361482;0,010803409;0,008896884;;;
289;0,096937673;0,193284019;0,152172693;0,146658002;0,096481402;0,091950925;0,072456983;0,067404701;0,044400751;0,043809676;0,030963225;0,025502181;0,015260308;0,010980414;0,00867472;;;
428;0,096924841;0,20203647;0,151168065;0,138868074;0,096399276;0,08615092;0,074569019;0,068697562;0,045899806;0,043896461;0,0318127;0,025433434;0,014895659;0,011119927;0,009052626;;;
922;0,096924035;0,203680959;0,141572068;0,141095394;0,103617097;0,088758004;0,074312554;0,067596013;0,044695972;0,043118511;0,031344789;0,02492926;0,015342678;0,011032487;0,008904214;;;
925;0,09690494;0,200469865;0,145280312;0,142588497;0,100909436;0,08838704;0,076077461;0,065751207;0,044200217;0,044253472;0,031447454;0,024581237;0,015807753;0,011347124;0,008898924;;;
780;0,096895393;0,207305931;0,141530697;0,148538201;0,101072343;0,084777607;0,069764147;0,067606725;0,045119722;0,043943859;0,031127845;0,024638634;0,014732253;0,011030606;0,00881143;;;
657;0,096893054;0,202145482;0,143690933;0,145002612;0,101561449;0,086825068;0,076422744;0,065963876;0,043693122;0,044177187;0,030552007;0,025271849;0,015180092;0,010736838;0,008776739;;;
878;0,096891326;0,201359415;0,145645691;0,150209347;0,096981691;0,086139351;0,071163238;0,068342354;0,044344583;0,044619246;0,031400917;0,024751531;0,015132681;0,011177794;0,008732162;;;
297;0,09688242;0,205585964;0,14465691;0,143720233;0,099459644;0,085371466;0,076241805;0,065558525;0,04591187;0,04337789;0,031040375;0,024240159;0,015331857;0,010835649;0,008667651;;;
594;0,096871477;0,206133711;0,151970267;0,143747594;0,091651075;0,084159243;0,078955305;0,065793683;0,044683892;0,043569594;0,030344656;0,024225587;0,014887092;0,011141155;0,008737146;;;
15;0,096864962;0,201187759;0,150409675;0,143583051;0,098991626;0,086841947;0,0738209;0,064928254;0,044909261;0,044535956;0,031768828;0,024297768;0,014755746;0,011037498;0,00893173;;;
99;0,096849352;0,191033127;0,144063778;0,160725361;0,095622004;0,090253328;0,073333108;0,065955835;0,04491935;0,044173343;0,030662738;0,024241845;0,014992937;0,011265541;0,008757704;;;
157;0,096844665;0,194582001;0,153970192;0,138179375;0,109004751;0,084913176;0,071836915;0,066692828;0,044630142;0,044132023;0,031564634;0,025274077;0,015296341;0,011198501;0,008725043;;;
985;0,096840108;0,197518573;0,150702467;0,140815642;0,101129156;0,085412958;0,077700898;0,066586493;0,045895338;0,043655022;0,03161242;0,024416113;0,014852443;0,010897179;0,008805298;;;
767;0,096826557;0,192557419;0,141783201;0,162305192;0,093358104;0,083767132;0,077398135;0,066619938;0,04726916;0,043994584;0,031434285;0,025000978;0,014570766;0,011096971;0,008844135;;;
305;0,096825414;0,19645583;0,156743774;0,146331627;0,094963275;0,085157332;0,076158997;0,065109033;0,04542739;0,041268734;0,032535447;0,024548163;0,015186812;0,011240188;0,008873397;;;
171;0,096820414;0,199920337;0,151786694;0,140189986;0,098668453;0,082163396;0,077680249;0,07005569;0,046083452;0,042730411;0,031481581;0,024832712;0,014542104;0,01111485;0,008750086;;;
863;0,096812872;0,195141235;0,155378709;0,14643916;0,098254568;0,084499388;0,074886486;0,066531468;0,044896128;0,04410409;0,030414348;0,025394789;0,014398962;0,010868259;0,008792411;;;
556;0,09680248;0,200552657;0,138152923;0,154842218;0,096749918;0,086595866;0,077203317;0,067264835;0,044770016;0,043549998;0,031566176;0,024374701;0,014731738;0,010945165;0,008700471;;;
291;0,096772967;0,204604733;0,147083313;0,144918079;0,099848116;0,080701977;0,077949217;0,064938785;0,045976626;0,042750729;0,031469213;0,024688905;0,014940681;0,011112852;0,009016773;;;
129;0,096767383;0,202818536;0,14649949;0,144807092;0,105404268;0,081524883;0,071372761;0,068556052;0,045326277;0,042595589;0,031861296;0,024963509;0,014731592;0,010868983;0,008669673;;;
499;0,096765406;0,190754841;0,142323852;0,160451406;0,094871011;0,08105429;0,082028371;0,066346771;0,045226645;0,044660583;0,031882334;0,025165314;0,015584246;0,010805137;0,008845198;;;
511;0,096763169;0,204685466;0,146901977;0,148239708;0,093461369;0,0876049;0,072598677;0,067336386;0,045718398;0,042190447;0,031389241;0,025189273;0,014537516;0,011382075;0,008764565;;;
93;0,096757201;0,204349247;0,145139464;0,140755987;0,101802356;0,087160605;0,07176839;0,067868542;0,04675351;0,044645834;0,030761947;0,024850091;0,014446956;0,011110286;0,008586785;;;
234;0,096731922;0,20099517;0,138757749;0,15009567;0,103079509;0,085225486;0,071833663;0,070364829;0,045291254;0,043783141;0,031422175;0,02446179;0,014941454;0,010872748;0,008875364;;;
135;0,096708245;0,205063674;0,142587551;0,140598452;0,10987484;0,083658817;0,070738176;0,067591295;0,045456636;0,043151657;0,031046261;0,02599866;0,014740115;0,010532484;0,008961381;;;
16;0,096683217;0,198696749;0,147105806;0,151903154;0,093789942;0,08065937;0,077056972;0,070338053;0,045184739;0,044599801;0,031424426;0,024961301;0,014707046;0,010734059;0,008838581;;;
591;0,09667967;0,200325041;0,147274412;0,140819741;0,104979784;0,080540931;0,080183113;0,068228439;0,045219812;0,043565986;0,030575714;0,024454935;0,014433056;0,010660696;0,008738339;;;
226;0,096679598;0,200104426;0,146977824;0,149364237;0,097015274;0,085894085;0,07348803;0,066344101;0,043209083;0,046317013;0,030385271;0,025458423;0,015170967;0,011321692;0,008949573;;;
315;0,096671126;0,198257801;0,149737671;0,140558819;0,099001277;0,091162351;0,07390897;0,068095232;0,044261394;0,044848978;0,030527195;0,024747103;0,014909225;0,011011762;0,008972224;;;
823;0,096669737;0,19804549;0,141863292;0,152094656;0,095348521;0,087484634;0,07992746;0,065162807;0,046572875;0,043141767;0,030375101;0,024879684;0,015368495;0,010832848;0,008902369;;;
44;0,096668388;0,207392627;0,151583587;0,136316306;0,098412638;0,084761516;0,07632608;0,064665317;0,045901225;0,042357011;0,03178123;0,025333909;0,015019605;0,011245974;0,008902974;;;
565;0,096645724;0,19864389;0,143354528;0,149987498;0,104597021;0,086188517;0,072117221;0,065319202;0,045851766;0,043426178;0,031267335;0,024265696;0,014861022;0,011182329;0,008937797;;;
866;0,09664218;0,200428646;0,145213087;0,142323675;0,105243788;0,090977745;0,074104191;0,063024703;0,04505429;0,043251005;0,031022776;0,024706344;0,014802477;0,011265121;0,008582152;;;
849;0,096632992;0,208148561;0,143943992;0,146576217;0,094450479;0,086941811;0,073016098;0,067402829;0,044839253;0,043598773;0,031148734;0,025377799;0,015299691;0,0105424;0,008713362;;;
517;0,096628331;0,20721567;0,142780133;0,140816064;0,098847731;0,082181244;0,08232831;0,063384175;0,044798826;0,045709072;0,032691218;0,024450837;0,014758556;0,011202271;0,008835893;;;
37;0,096616707;0,195598276;0,14503468;0,144181308;0,102781906;0,090091655;0,075025099;0,067445011;0,044952139;0,044159032;0,031312362;0,025110466;0,014657091;0,010924207;0,008726768;;;
103;0,096611253;0,205616694;0,149582678;0,139280435;0,100922478;0,08480676;0,074315744;0,064963106;0,046791398;0,043286203;0,031286571;0,024978884;0,014841534;0,010542484;0,008785031;;;
92;0,096606166;0,201262471;0,150567114;0,148631288;0,095399404;0,083635132;0,073683519;0,065809975;0,045539714;0,043376238;0,032091446;0,024967473;0,015462688;0,010794107;0,008779434;;;
175;0,096595461;0,208479798;0,137539874;0,1458058;0,098402108;0,080188633;0,082633956;0,067264764;0,04519305;0,043663416;0,032080308;0,024343817;0,014815731;0,010659267;0,008929479;;;
378;0,096595416;0,195148456;0,146634517;0,146782277;0,105303072;0,086926526;0,077498466;0,061843876;0,044350282;0,045053298;0,031746604;0,024540688;0,014869901;0,010659891;0,008642146;;;
733;0,096580515;0,193727415;0,144202985;0,148799692;0,107044117;0,088031026;0,07160741;0,065874113;0,04499304;0,043531419;0,031880508;0,025057807;0,015497405;0,01112584;0,008627221;;;
201;0,096574266;0,205710228;0,142907656;0,143865629;0,102900646;0,082980827;0,078904506;0,064166967;0,044731923;0,042985216;0,030834064;0,025353494;0,014779438;0,010991655;0,008887752;;;
337;0,096564976;0,203979243;0,144720889;0,150447313;0,094354739;0,0832743;0,079748485;0,06712722;0,0445065;0,042544135;0,029967653;0,025080734;0,014683345;0,010911846;0,008653598;;;
303;0,096557767;0,194983902;0,143803183;0,152401147;0,099804542;0,086435859;0,074949937;0,066842983;0,044254437;0,043715865;0,031668279;0,025608688;0,015588491;0,011092427;0,008850262;;;
740;0,096553737;0,20900806;0,146236716;0,138052054;0,099421772;0,080152446;0,082933337;0,062710275;0,04466665;0,044584513;0,031190858;0,025809898;0,01520104;0,01122714;0,008805242;;;
443;0,096546558;0,197407846;0,148317484;0,147218598;0,098497972;0,087301585;0,075617632;0,065595113;0,044513659;0,043753774;0,03095126;0,025780304;0,015041421;0,011178983;0,00882437;;;
635;0,096540648;0,19131348;0,155147872;0,147648084;0,099490829;0,079962994;0,07947793;0,066427473;0,044471756;0,045319632;0,031059538;0,024783469;0,015415148;0,010685631;0,008796166;;;
947;0,096537746;0,19811958;0,143694483;0,153394155;0,091779617;0,087189985;0,078808736;0,066766903;0,044830066;0,045501871;0,031333166;0,02410409;0,01496151;0,010766628;0,00874921;;;
25;0,096536505;0,205406474;0,146379303;0,1393938;0,103599046;0,088411874;0,073217623;0,066044488;0,044576293;0,043162873;0,030068557;0,024759951;0,015141887;0,010944476;0,008893354;;;
969;0,096536216;0,199855546;0,143941964;0,152059517;0,094542693;0,0872583;0,077623501;0,063945212;0,045646563;0,04456572;0,029837968;0,025232951;0,015430075;0,011176021;0,008883968;;;
724;0,096521235;0,210235354;0,140387288;0,143165735;0,101079099;0,08382193;0,074961405;0,064090387;0,04673118;0,043907251;0,031974331;0,024797388;0,015202547;0,010758111;0,008887992;;;
76;0,096514048;0,198946244;0,153700623;0,140122652;0,101128045;0,087566285;0,070933819;0,066999279;0,044362055;0,043263789;0,032172709;0,025601704;0,015242818;0,011241436;0,008718544;;;
963;0,096501594;0,200923784;0,145564812;0,149069145;0,09329212;0,082635169;0,077159388;0,070726754;0,046062664;0,043846183;0,030630837;0,025362192;0,015218544;0,010664414;0,008843993;;;
96;0,096497372;0,194267271;0,148732362;0,153047338;0,093572405;0,08988775;0,07505937;0,068388467;0,044294069;0,041689714;0,03067786;0,025407088;0,015339128;0,010880947;0,008756231;;;
493;0,096491367;0,194473312;0,144981083;0,152480782;0,096628132;0,085814889;0,077946405;0,067258475;0,045562653;0,043578664;0,03123314;0,024966565;0,014854737;0,011388068;0,008833095;;;
792;0,096472974;0,19783624;0,142090457;0,155147459;0,101246341;0,085865544;0,07123001;0,067875529;0,043412477;0,044110455;0,030949729;0,025036686;0,015369733;0,010778229;0,009051113;;;
267;0,09647235;0,198648643;0,15190186;0,141442024;0,095859453;0,091754663;0,073653074;0,065024905;0,045036354;0,044878677;0,030719924;0,025975505;0,014952021;0,011404774;0,008748124;;;
664;0,09647131;0,204244501;0,139914138;0,1509617;0,096710465;0,0877168;0,076697883;0,063458079;0,045227254;0,044099044;0,031461141;0,024428168;0,015396191;0,010841911;0,008842725;;;
436;0,096467744;0,203603637;0,136533701;0,155934043;0,097021651;0,091286693;0,071564384;0,064225146;0,045281701;0,043585615;0,031141356;0,025130134;0,014625653;0,011341041;0,008725244;;;
4;0,096439875;0,194979802;0,149691123;0,152469576;0,093375785;0,086580076;0,075069563;0,066323093;0,04655321;0,043032657;0,031699497;0,024975572;0,015221405;0,011154038;0,008874602;;;
739;0,096434962;0,192640239;0,15231841;0,145866674;0,099573072;0,085170984;0,076200075;0,068112197;0,046686962;0,042945135;0,03011472;0,025211841;0,015094643;0,011110765;0,008954284;;;
98;0,096420049;0,198771945;0,141412189;0,152339832;0,09611715;0,086926264;0,07503791;0,070001054;0,044834278;0,042993261;0,032051246;0,025081995;0,014668939;0,01106571;0,008698228;;;
787;0,09641569;0,202265373;0,146933998;0,151357581;0,089550524;0,087775932;0,074113539;0,066982087;0,04569006;0,04369611;0,031949352;0,025117578;0,015113392;0,010686862;0,008767613;;;
601;0,096411246;0,196001109;0,149824041;0,14857896;0,105465957;0,081876488;0,074815741;0,064357641;0,044037472;0,044603727;0,030568423;0,025158283;0,01502781;0,010831718;0,008852632;;;
245;0,096408823;0,200408452;0,15005872;0,140733063;0,095458354;0,08886591;0,077456328;0,063826123;0,045260403;0,046237991;0,031368916;0,025091143;0,014870961;0,011519087;0,00884455;;;
753;0,096401097;0,19865919;0,150797445;0,145992158;0,096192299;0,090157229;0,069618171;0,068697889;0,045122319;0,044355841;0,030599969;0,024856303;0,015501909;0,010669716;0,008779562;;;
927;0,096391899;0,209223028;0,14931009;0,142645937;0,094178354;0,085251221;0,073654254;0,068497165;0,044476049;0,042522499;0,030826245;0,024537061;0,014971206;0,011079954;0,008826938;;;
26;0,096391431;0,204727535;0,144412366;0,147773449;0,091006565;0,089626546;0,079767005;0,062571122;0,043726414;0,043843669;0,032676375;0,025041851;0,015122681;0,011057386;0,008647036;;;
873;0,09637894;0,198947859;0,14334918;0,139587694;0,109078962;0,088314633;0,073219984;0,066117549;0,047697612;0,042674144;0,03115045;0,025536451;0,014861812;0,010663786;0,008799885;;;
391;0,09635747;0,19435813;0,153083283;0,140793162;0,097258239;0,092309337;0,073433331;0,064562094;0,044626876;0,046478823;0,033278603;0,025063094;0,014279199;0,011508379;0,008967451;;;
554;0,096342191;0,209926211;0,143534566;0,143353697;0,097191429;0,084034731;0,078158837;0,065229572;0,046347947;0,041266093;0,03190021;0,024348655;0,015328456;0,010712678;0,008666918;;;
965;0,096331964;0,200696547;0,143673694;0,147031205;0,097292242;0,089558791;0,072452251;0,067680363;0,044447041;0,045389229;0,031404149;0,025037128;0,015362469;0,010949166;0,009025724;;;
714;0,09632339;0,203140764;0,147762303;0,143404548;0,094854214;0,088269025;0,077916739;0,06700273;0,044328718;0,043586118;0,030120813;0,024737889;0,01511536;0,011019846;0,008740933;;;
885;0,096321216;0,198038419;0,148484859;0,149189631;0,09147872;0,09587574;0,07316983;0,064095062;0,043970388;0,045441375;0,029674243;0,0252921;0,015663109;0,011023286;0,008603238;;;
581;0,096315674;0,195843889;0,153444599;0,148786271;0,093771079;0,088554121;0,072393418;0,066393759;0,045053976;0,043868725;0,031063185;0,025597634;0,015268854;0,011144853;0,008815634;;;
994;0,096314767;0,203688563;0,143311069;0,144684629;0,100810461;0,085601922;0,073325839;0,068050299;0,045092865;0,04389309;0,03157993;0,024870497;0,015164935;0,010974318;0,008951584;;;
465;0,096312763;0,20043445;0,147337677;0,14427958;0,100641158;0,08171145;0,078945539;0,06498248;0,045817626;0,043496139;0,031318931;0,025439999;0,015623754;0,011150143;0,008821074;;;
373;0,096288356;0,201951337;0,153786859;0,141496612;0,091312535;0,083477316;0,078489497;0,069392631;0,044773511;0,04441013;0,031316153;0,025003089;0,014929384;0,010883822;0,008777125;;;
328;0,096267928;0,198915218;0,145516744;0,139388859;0,103485872;0,085085114;0,075188351;0,070933643;0,044014021;0,045130784;0,032103613;0,025423747;0,015416439;0,01066087;0,008736725;;;
704;0,096250159;0,201580216;0,145835344;0,148436184;0,096005155;0,085820644;0,074759701;0,070136963;0,04195927;0,045713272;0,031383014;0,024054035;0,014640744;0,011032299;0,008643159;;;
658;0,09624963;0,195410933;0,142982001;0,148556102;0,107675201;0,086391811;0,072982626;0,067566052;0,045162261;0,042517636;0,030749774;0,024986633;0,015279979;0,010952268;0,008786722;;;
598;0,096243959;0,20274721;0,146792428;0,140754489;0,099536213;0,083418099;0,076723117;0,068752031;0,045514933;0,044218295;0,031560574;0,025196213;0,014993946;0,01105202;0,008740432;;;
241;0,096228855;0,200663937;0,147142791;0,146565642;0,099113392;0,081317765;0,075539221;0,067940878;0,046175594;0,043576229;0,030830471;0,025655615;0,015464119;0,011092668;0,008921678;;;
568;0,096227446;0,196020538;0,149418061;0,153773979;0,090757748;0,087050913;0,073143346;0,066169926;0,04448738;0,047391157;0,031426437;0,025464574;0,015076134;0,010833412;0,008986395;;;
960;0,096223909;0,197579996;0,149170109;0,146912284;0,096197865;0,088616756;0,077085627;0,066219575;0,045685183;0,042627681;0,030218644;0,025515308;0,014468894;0,011073128;0,008628949;;;
976;0,096219461;0,20317901;0,140853013;0,154511521;0,101906871;0,082941923;0,071147494;0,063901259;0,04596335;0,044858482;0,031289359;0,024554553;0,014814019;0,011344807;0,008734337;;;
676;0,096216639;0,196785715;0,143487713;0,150145804;0,101584621;0,085243979;0,073761907;0,06747327;0,046041475;0,043551684;0,032089345;0,024951552;0,015104449;0,010877713;0,008900774;;;
28;0,096203646;0,19880337;0,146296193;0,144027313;0,097508827;0,085310462;0,076530563;0,069088648;0,046142202;0,045163326;0,030371564;0,025780274;0,015159695;0,011082767;0,008734795;;;
869;0,0961837;0,203007409;0,146161673;0,14673429;0,099152171;0,082973924;0,076194286;0,06436454;0,04713153;0,043196702;0,030984825;0,025358733;0,014675904;0,011275958;0,008788056;;;
585;0,096181031;0,198474348;0,145430669;0,152041045;0,101529891;0,087472223;0,071249119;0,062594974;0,045703867;0,043390047;0,031140565;0,025671636;0,01530047;0,011046388;0,00895476;;;
801;0,096179411;0,195342631;0,150044932;0,144839439;0,09982784;0,089472663;0,076056916;0,065957359;0,045090897;0,04306608;0,030951607;0,024950426;0,014942246;0,01054654;0,008910424;;;
432;0,096178086;0,199793494;0,148372404;0,147346379;0,094501384;0,084000575;0,077626208;0,068053685;0,043170441;0,04604792;0,030630887;0,02505044;0,015557493;0,010944744;0,008903944;;;
970;0,096163061;0,195585735;0,147113821;0,156659101;0,097009439;0,084890806;0,071447434;0,066817327;0,043919292;0,044774414;0,031831825;0,025253955;0,014874948;0,0108216;0,009000303;;;
288;0,096160122;0,194889575;0,140705875;0,159712697;0,095196388;0,084879655;0,075582172;0,070929445;0,042903938;0,045388649;0,030385036;0,024986528;0,014469548;0,011180982;0,008789511;;;
207;0,096159093;0,199256394;0,143709487;0,145300917;0,104534616;0,083374579;0,07665338;0,067039392;0,044171097;0,044983714;0,030925651;0,025115104;0,01537345;0,010812887;0,008749331;;;
461;0,096155825;0,197307881;0,146744891;0,150039501;0,09784966;0,087322929;0,075204951;0,068114594;0,043683288;0,044112138;0,03060019;0,024527074;0,015161346;0,010532609;0,008798948;;;
104;0,096151945;0,200374129;0,145310649;0,144200888;0,103213548;0,084942729;0,079805542;0,063550916;0,045572635;0,042861869;0,030699537;0,025411493;0,014826212;0,01049322;0,008736632;;;
405;0,096132812;0,202257549;0,147431939;0,146373571;0,09676788;0,086332989;0,072063231;0,065842378;0,045436519;0,045896417;0,031279918;0,025710499;0,014799384;0,01103552;0,008772206;;;
695;0,096118465;0,196891096;0,156617137;0,149695704;0,092375504;0,083777165;0,076514481;0,064839758;0,045269109;0,043197535;0,030588176;0,025832095;0,014816285;0,010760985;0,00882497;;;
355;0,096115487;0,20168219;0,148540519;0,149398293;0,091517342;0,08649086;0,076490189;0,066647375;0,045323157;0,04337581;0,030333568;0,025305053;0,014998526;0,011106708;0,00879041;;;
637;0,096112221;0,19745874;0,154534461;0,143840967;0,097716854;0,08049011;0,078298463;0,066199985;0,045277204;0,045162368;0,031350669;0,024786818;0,014985643;0,011049709;0,008848011;;;
930;0,09609978;0,196417698;0,145687341;0,146024915;0,103652107;0,087116469;0,074148388;0,068545445;0,045029582;0,04242548;0,03090858;0,025030012;0,015181274;0,011269562;0,008563146;;;
834;0,096093833;0,204182507;0,146831992;0,144495533;0,094730903;0,084124726;0,073407654;0,070571848;0,047508919;0,044179053;0,03055163;0,024619536;0,014967515;0,010939137;0,008889046;;;
883;0,096085041;0,200630108;0,144731204;0,149866792;0,099502496;0,087935966;0,071482574;0,064949623;0,045715381;0,042989113;0,031342196;0,025529518;0,015080957;0,011391472;0,008852601;;;
589;0,096051151;0,201123377;0,141834899;0,150636942;0,099772198;0,086744466;0,076024287;0,064313642;0,044410964;0,043197496;0,032279035;0,024612682;0,015079248;0,01097837;0,008992393;;;
587;0,096041405;0,203546253;0,145183009;0,143913109;0,107022011;0,084393905;0,071854536;0,065563835;0,045323708;0,042662701;0,030808048;0,025203451;0,014841487;0,011024197;0,008659751;;;
990;0,09602179;0,21045934;0,14090701;0,149313044;0,097366248;0,084084199;0,071436007;0,066653214;0,045803936;0,043807404;0,031214346;0,024627579;0,01481455;0,010818964;0,008694158;;;
202;0,096011126;0,199579921;0,150158265;0,137348757;0,104397324;0,084904403;0,078754358;0,066493768;0,044490709;0,043683725;0,031092245;0,024480222;0,014749933;0,010988051;0,00887832;;;
859;0,096006523;0,198936356;0,136657575;0,148437831;0,111933171;0,080386109;0,077027264;0,067930003;0,044596221;0,043276773;0,031635669;0,024622724;0,015031286;0,010797189;0,008731829;;;
546;0,096002451;0,199709128;0,147399537;0,146952606;0,093644286;0,086398721;0,077339508;0,06659871;0,045382132;0,04577761;0,031265473;0,024986975;0,014552916;0,011130921;0,008861475;;;
150;0,095992766;0,196499569;0,142669903;0,151387899;0,088239232;0,090958376;0,077857707;0,071135866;0,04639357;0,044499874;0,030328789;0,024739206;0,015164146;0,011179601;0,008946259;;;
205;0,095991457;0,200483369;0,144284958;0,149021021;0,100033102;0,079583558;0,081555872;0,064973381;0,043797975;0,044493119;0,031995141;0,024759997;0,015204918;0,010785158;0,009028431;;;
42;0,095986669;0,195337883;0,154871011;0,143984811;0,094281929;0,089510412;0,073137098;0,069286567;0,043475769;0,045219458;0,030872428;0,024577133;0,015448227;0,011124023;0,008873249;;;
806;0,09597395;0,199797552;0,145863677;0,152201899;0,095603783;0,083706656;0,0784227;0,064410777;0,045722309;0,043261828;0,030913494;0,02568486;0,014480738;0,011050291;0,008879435;;;
252;0,095969596;0,193342247;0,152591205;0,149956954;0,094625952;0,087470308;0,075620235;0,066815625;0,045164721;0,043128664;0,031390941;0,025016945;0,014887129;0,011171896;0,008817177;;;
128;0,095953881;0,202299246;0,144110212;0,149782586;0,09192622;0,086687262;0,07993348;0,063808573;0,045726635;0,044102459;0,031545835;0,025545396;0,014659469;0,010889558;0,008983068;;;
719;0,095952129;0,191221484;0,149764069;0,145865747;0,093716474;0,088050743;0,080279351;0,070056787;0,045473367;0,044346043;0,031390175;0,024852938;0,015188683;0,010854864;0,008939273;;;
259;0,095933786;0,203383689;0,14867084;0,140984018;0,096602883;0,089236411;0,078183928;0,061559402;0,045694337;0,044716494;0,032164163;0,024275577;0,014728493;0,010774309;0,009025457;;;
19;0,095920836;0,200616085;0,146134655;0,153232654;0,092883311;0,087885118;0,07389144;0,065909561;0,046501654;0,042991469;0,030211596;0,024986356;0,015095227;0,010946742;0,008714132;;;
407;0,095919024;0,191055026;0,155373707;0,145773318;0,098011775;0,091203323;0,070413768;0,064935157;0,047318873;0,044401598;0,031288087;0,025236546;0,015060995;0,011137296;0,008790531;;;
529;0,095913039;0,19493463;0,147597901;0,146907557;0,098492791;0,084606064;0,076386825;0,069981554;0,04560507;0,044373417;0,031554168;0,024791726;0,015090992;0,010666521;0,009010786;;;
850;0,095903332;0,196129673;0,154493755;0,144579439;0,098503554;0,0876303;0,072798743;0,066783914;0,044197554;0,044635475;0,030913269;0,024430099;0,01515011;0,011085761;0,008668356;;;
576;0,095868832;0,210282316;0,149356219;0,143084116;0,094918269;0,087423144;0,068585411;0,065791952;0,044349501;0,045149083;0,031707285;0,025210246;0,014332017;0,010830474;0,008979968;;;
614;0,095861593;0,194196927;0,143583802;0,154669402;0,09681464;0,088807458;0,077404363;0,065253772;0,04569283;0,04243199;0,03077721;0,025815406;0,01471726;0,011186794;0,008648147;;;
78;0,095859709;0,201196743;0,148864857;0,146496233;0,096624246;0,084890083;0,073020529;0,065761728;0,046507388;0,044217315;0,031830428;0,025245023;0,015399005;0,010900449;0,009045971;;;
892;0,095851485;0,202556869;0,146356899;0,141591441;0,099018646;0,088819272;0,07622569;0,064844017;0,044930632;0,045285525;0,031483073;0,024813015;0,014362398;0,010839909;0,008872615;;;
