Média (pesos);RC;Área Aberta;Vegetação Secundária;BR 163;Proximidade a área urbana;Estradas vicinais;Tamanho dos imóveis;Imóveis certificados;Declividade;Rios ;Assentamento;Embargo;Floresta;Unidade de Conservação;Terra Indígena;;;
276;0,098233806;0,197584489;0,148797011;0,145688998;0,097405751;0,085187878;0,075861392;0,0668589;0,046521578;0,044369244;0,031769678;0,0252186;0,014524028;0,01132483;0,008887624;;;
474;0,098229312;0,198857764;0,146489523;0,150001255;0,097650982;0,084901362;0,073405246;0,065902249;0,046550518;0,045134461;0,03144524;0,024831839;0,015053788;0,01107165;0,008704123;;;
633;0,098200076;0,207585391;0,14474664;0,140064212;0,10028241;0,084808463;0,070829431;0,069694493;0,046220799;0,043711562;0,031863112;0,025473629;0,015168153;0,011045285;0,00850642;;;
846;0,098180004;0,199846285;0,14798676;0,148741963;0,096139618;0,084496202;0,07451895;0,069379414;0,04467314;0,043145207;0,030729646;0,02524262;0,015678635;0,010612958;0,008808601;;;
986;0,098175836;0,204290861;0,142851042;0,152970474;0,088071234;0,087618452;0,077768079;0,066721441;0,044420937;0,044393103;0,031592954;0,02455436;0,015266275;0,010654081;0,008826706;;;
921;0,09817475;0,203484828;0,149015081;0,138361975;0,10270475;0,085773207;0,071307795;0,067068296;0,046817854;0,043199647;0,032367096;0,024661805;0,015320275;0,010984073;0,008933318;;;
949;0,09817471;0,200556186;0,144290284;0,145073081;0,094107077;0,092815721;0,074892919;0,0686163;0,04615871;0,042168126;0,032051237;0,024063805;0,015280228;0,01113679;0,008789535;;;
57;0,09816665;0,199911852;0,146580909;0,14250564;0,10802578;0,082876503;0,074030482;0,065174816;0,047204032;0,043534825;0,030958902;0,023933549;0,015348279;0,011165705;0,008748723;;;
434;0,098154543;0,193972962;0,144118171;0,154568455;0,099030557;0,087861664;0,072968922;0,065305165;0,047088;0,043430098;0,032035222;0,024546447;0,015138851;0,011124764;0,008810723;;;
261;0,098153204;0,198615554;0,144572059;0,146385201;0,104316669;0,089399773;0,0700376;0,066909194;0,046117901;0,043051196;0,031711654;0,024129498;0,015162203;0,01081895;0,008772547;;;
721;0,098148777;0,201670999;0,144653796;0,14874915;0,097283227;0,087345256;0,074991699;0,065565525;0,04486476;0,044103288;0,031203689;0,024532648;0,015711444;0,010591492;0,008733029;;;
651;0,098147628;0,205343764;0,141321827;0,145312734;0,100785069;0,086667414;0,072523275;0,066368304;0,04746987;0,04240569;0,031530359;0,025183232;0,015304252;0,010864655;0,008919556;;;
165;0,098140809;0,209262021;0,145412624;0,142174693;0,09481787;0,092498799;0,070861262;0,062964891;0,044791317;0,04573783;0,031155954;0,025225959;0,015083482;0,011296134;0,008717166;;;
728;0,098136564;0,20623043;0,140390207;0,150951547;0,094167964;0,085578441;0,074887629;0,067005962;0,045821038;0,043741058;0,031725149;0,024700541;0,014918937;0,011299316;0,008581783;;;
195;0,09812042;0,194725095;0,15168456;0,142099595;0,105517902;0,08385323;0,075923592;0,066772646;0,045146334;0,042564284;0,031703275;0,025027191;0,015339208;0,010924715;0,008718372;;;
997;0,098107747;0,202724073;0,137703215;0,148946412;0,096528044;0,088309256;0,075925258;0,069663416;0,046071712;0,042277545;0,031951027;0,025365326;0,014733676;0,01115796;0,008643079;;;
836;0,098095583;0,193882942;0,149796883;0,1415343;0,101975708;0,092268271;0,072694111;0,067782157;0,045557502;0,043336764;0,031199448;0,024836111;0,015363106;0,010934607;0,008838092;;;
263;0,098083766;0,198708975;0,142301455;0,152095444;0,095367667;0,090032156;0,075267297;0,065617921;0,045895088;0,043185244;0,031185191;0,02559473;0,014780156;0,011057633;0,008911045;;;
582;0,098083211;0,20307408;0,140599041;0,155837497;0,095129449;0,085396844;0,076578623;0,065343018;0,046103038;0,04238516;0,030173727;0,024944406;0,014902676;0,010719408;0,008813031;;;
126;0,098076676;0,199083751;0,149874329;0,146841036;0,091169784;0,087473879;0,078919163;0,06613414;0,044963035;0,046374224;0,030872735;0,024218761;0,014702314;0,010632492;0,008740358;;;
868;0,098064274;0,194443807;0,138814282;0,15437558;0,099213827;0,091692224;0,074944709;0,065258597;0,045895573;0,043947113;0,031257886;0,025041048;0,015483219;0,011092005;0,00854013;;;
611;0,098041434;0,200315484;0,145359737;0,139422252;0,102330609;0,088145162;0,077793395;0,069577946;0,043961571;0,044144942;0,029827771;0,024696545;0,014822381;0,01090432;0,008697884;;;
137;0,098039736;0,19465084;0,149686842;0,153296314;0,095020621;0,086287588;0,075644808;0,064108177;0,044865592;0,044560716;0,03197263;0,024692844;0,01555187;0,010972759;0,0086884;;;
228;0,098021736;0,201789514;0,141639688;0,15363172;0,094809458;0,087427639;0,074910503;0,065412276;0,046766188;0,042931089;0,031364028;0,024400233;0,01508273;0,010977228;0,008857705;;;
466;0,09802027;0,202391653;0,148850153;0,142922758;0,10110526;0,083862728;0,075560346;0,062486769;0,045288479;0,045757412;0,031420724;0,025452152;0,015102882;0,01084353;0,008955155;;;
776;0,098019939;0,207250237;0,143502138;0,14371209;0,094464981;0,089063234;0,077450796;0,06621887;0,044251698;0,042594077;0,030843008;0,025085066;0,015531654;0,011169119;0,008863031;;;
936;0,098009622;0,206015723;0,141947029;0,144796659;0,096930216;0,08216115;0,081362117;0,068545484;0,043066324;0,044789806;0,03113667;0,02480502;0,014904183;0,010791071;0,008748549;;;
411;0,098004468;0,196955684;0,149830777;0,142994225;0,09062614;0,090689107;0,081290772;0,065759085;0,044399928;0,045791262;0,031845369;0,024968786;0,015144984;0,010819756;0,008884125;;;
950;0,098001595;0,195830475;0,150977265;0,143467104;0,096785379;0,08667405;0,078370237;0,067459431;0,044425184;0,045241426;0,032269567;0,023873598;0,014878139;0,010895263;0,008852883;;;
507;0,097993454;0,198680531;0,144587711;0,142955752;0,103793178;0,085434416;0,074218093;0,068139573;0,044349669;0,045209252;0,032036007;0,025194101;0,015114567;0,011169744;0,009117404;;;
141;0,097971631;0,203641801;0,15639192;0,140888069;0,095997503;0,084472897;0,070536366;0,068401505;0,045802961;0,042715241;0,031534943;0,02476502;0,015158448;0,010853838;0,008839488;;;
469;0,09796538;0,191372729;0,153588199;0,14164897;0,103301166;0,085817015;0,072918269;0,070508199;0,047038868;0,042347065;0,032431237;0,024978713;0,014481992;0,010947699;0,008619879;;;
536;0,097957375;0,191592146;0,147518248;0,146053054;0,10628316;0,08510697;0,076236664;0,066235914;0,046937671;0,043668753;0,031389198;0,02436907;0,014810531;0,010924475;0,008874147;;;
524;0,097957269;0,193633998;0,151229151;0,150436867;0,098385153;0,086049232;0,074165367;0,065077849;0,045273748;0,043285034;0,031580292;0,025529457;0,01514128;0,011333685;0,008878888;;;
722;0,097954666;0,192924651;0,153601308;0,148620584;0,095717156;0,088341587;0,073899035;0,066085198;0,045567399;0,043289462;0,031073176;0,025783788;0,015250041;0,010957447;0,008889168;;;
943;0,097947647;0,199776922;0,146655329;0,147792822;0,095449318;0,083722511;0,080700467;0,065104159;0,046333228;0,042431865;0,030818513;0,025784802;0,015412555;0,011215533;0,008801975;;;
176;0,097924613;0,19857308;0,144763723;0,147506829;0,098970286;0,089391595;0,076503184;0,063663148;0,045307246;0,043310216;0,031746001;0,025207224;0,015248804;0,010901831;0,008906831;;;
841;0,097918589;0,204560143;0,137280939;0,152118005;0,099927226;0,08303023;0,07656425;0,065665173;0,044377643;0,045392274;0,031781518;0,024485598;0,014881225;0,010851899;0,009083877;;;
808;0,097912898;0,207402497;0,142463749;0,141515427;0,10262615;0,082057952;0,078274052;0,066891285;0,044346267;0,044129811;0,030352763;0,025161875;0,014710096;0,011191822;0,008876253;;;
421;0,09791076;0,196336738;0,147610073;0,142229878;0,105508662;0,081876464;0,081068017;0,067157603;0,045006168;0,042909223;0,030101792;0,025549431;0,015096706;0,01083854;0,008710706;;;
896;0,097910253;0,200866695;0,147926717;0,148226766;0,096083125;0,08503784;0,077692191;0,065397778;0,044085395;0,044484465;0,031805989;0,024256883;0,01476231;0,010725355;0,008648491;;;
712;0,097904823;0,202381265;0,141106139;0,150317021;0,093095855;0,086863916;0,079094039;0,0662532;0,045339008;0,044013611;0,031811647;0,024974909;0,014974333;0,010861772;0,008913287;;;
284;0,097893578;0,188658464;0,146610055;0,140787913;0,110538911;0,09022278;0,073626527;0,070359337;0,045294059;0,043924949;0,030845064;0,024901875;0,014605612;0,01074638;0,008878075;;;
847;0,097892138;0,199295009;0,148813376;0,149877332;0,095653005;0,080736744;0,07878219;0,066167953;0,04476786;0,044937362;0,030748302;0,025461651;0,014787094;0,010921616;0,009050506;;;
357;0,097891413;0,205273232;0,143872322;0,142952534;0,100682388;0,086516797;0,073824908;0,067208926;0,044879502;0,044835102;0,03108796;0,024446992;0,014481329;0,011084865;0,008853144;;;
116;0,097888892;0,194703543;0,147581031;0,139396743;0,103473932;0,083439004;0,077983365;0,072862028;0,045601985;0,042590699;0,031686322;0,025683857;0,015034076;0,011163422;0,008799994;;;
331;0,097887081;0,202513872;0,142329151;0,151381378;0,093708874;0,084500008;0,078501345;0,063995806;0,045032488;0,04437436;0,032612541;0,025618637;0,015423714;0,011069639;0,008938187;;;
144;0,097886537;0,199792653;0,14852729;0,150024703;0,093381654;0,086541091;0,077900043;0,063487912;0,047146444;0,042260625;0,031618594;0,024426168;0,015045621;0,011057775;0,008789427;;;
786;0,097884403;0,194945548;0,150247288;0,151131716;0,095107417;0,087191645;0,073173739;0,06735968;0,04353244;0,046552716;0,031704529;0,02439623;0,014869781;0,01103799;0,008749282;;;
500;0,097876676;0,192880948;0,145584546;0,155484314;0,095572011;0,087108019;0,075833611;0,066939243;0,045963225;0,044169943;0,031368965;0,024498734;0,014797214;0,011112238;0,00868699;;;
867;0,097874138;0,19435259;0,1507616;0,143541182;0,098424929;0,092464679;0,07738659;0,063577407;0,046488279;0,043231003;0,031094937;0,024321932;0,014731539;0,010871182;0,008752151;;;
10;0,097859245;0,201364373;0,141782299;0,151802951;0,09074217;0,091611612;0,076167134;0,065634881;0,047036528;0,0435004;0,030604746;0,024803482;0,015039174;0,011089176;0,008821074;;;
73;0,097849823;0,200647296;0,145016876;0,143014981;0,097983386;0,085002408;0,07869311;0,069913768;0,04595087;0,043037797;0,031394638;0,024568112;0,015031646;0,010722483;0,009022629;;;
462;0,097845366;0,201722082;0,140328486;0,14843775;0,100012035;0,083737594;0,0810857;0,066833204;0,043584999;0,045314102;0,030378323;0,023951684;0,015299667;0,010565496;0,008748879;;;
891;0,097838664;0,197370432;0,14205461;0,151949311;0,097636474;0,092305638;0,071187256;0,066275407;0,04480283;0,044201088;0,0313565;0,02555938;0,015517038;0,011165721;0,008618316;;;
180;0,097830343;0,201778667;0,143681988;0,153078333;0,095564699;0,079733086;0,07671464;0,067713914;0,046404222;0,044623547;0,030698762;0,025159861;0,015166304;0,010818647;0,00886333;;;
255;0,097824744;0,19723556;0,146242116;0,155304617;0,090867455;0,088824982;0,071884568;0,067950761;0,044958429;0,045165108;0,031939047;0,024513731;0,015321112;0,010983801;0,008808713;;;
460;0,097823623;0,196588919;0,144447217;0,143634738;0,10334633;0,090110798;0,075189457;0,068223097;0,044780361;0,043540916;0,031307123;0,024042851;0,015034332;0,011090341;0,008663519;;;
274;0,097821687;0,201469883;0,146076581;0,14241677;0,102672886;0,086869339;0,07450864;0,066468244;0,043669001;0,045268014;0,030845427;0,025052387;0,015133184;0,010773131;0,008776514;;;
266;0,097811936;0,197984052;0,142115447;0,154907143;0,095004512;0,090409045;0,070391336;0,068894232;0,044622639;0,04387061;0,031656019;0,024829821;0,015291621;0,011258683;0,008764839;;;
420;0,097803425;0,192340377;0,159148921;0,148217498;0,089113885;0,089939513;0,075864792;0,06653705;0,043872187;0,043807568;0,0318041;0,024929671;0,014935258;0,010713619;0,008775562;;;
243;0,097770282;0,201726964;0,143377701;0,145007138;0,094437005;0,088495237;0,07836348;0,069642771;0,0444016;0,043895327;0,03054395;0,025831752;0,014570695;0,01093542;0,00877096;;;
484;0,097768574;0,204466731;0,146971386;0,138100944;0,10977853;0,084166186;0,071215455;0,067209732;0,045569715;0,042186121;0,030758015;0,025329357;0,014520302;0,010939718;0,008787808;;;
217;0,097768193;0,203104755;0,143959946;0,146737415;0,095733304;0,083378551;0,07897685;0,06775095;0,045215548;0,043936255;0,031810677;0,024853053;0,015144152;0,010584393;0,008814151;;;
168;0,097764577;0,1979698;0,141137669;0,156938499;0,096018583;0,086417892;0,074722564;0,066311053;0,046266011;0,041842119;0,032437358;0,025175758;0,015142548;0,010817945;0,008802203;;;
296;0,09774512;0,203446182;0,141136524;0,145512519;0,100361597;0,088357114;0,075438155;0,065029218;0,045060257;0,044587916;0,031218073;0,025021652;0,015069705;0,010728814;0,009032275;;;
822;0,097744329;0,196696219;0,151312512;0,149535307;0,095124303;0,085481914;0,071200359;0,067837015;0,046931324;0,044684782;0,032004127;0,024443734;0,015066747;0,010783312;0,008898345;;;
620;0,097742365;0,196032577;0,144544988;0,150068996;0,098636429;0,089640384;0,077002875;0,064777536;0,045507494;0,04388571;0,030373058;0,025205616;0,014832074;0,010771453;0,00872081;;;
471;0,097733068;0,208215139;0,141830525;0,145401797;0,098435144;0,082458119;0,082920018;0,062003431;0,044386494;0,043968348;0,031643223;0,024222881;0,015130312;0,010637552;0,008747016;;;
996;0,097720604;0,20014968;0,154475606;0,145367595;0,093346257;0,081140533;0,07685599;0,067869973;0,046071397;0,044402272;0,031272636;0,023805968;0,014797198;0,011452255;0,00899264;;;
162;0,097720468;0,207025412;0,145647552;0,139853147;0,095756354;0,087519244;0,07698463;0,065809521;0,04577236;0,04423656;0,031967232;0,024470483;0,015037997;0,011296673;0,008622834;;;
6;0,097710593;0,194325625;0,142908981;0,148697953;0,102757678;0,088600218;0,074130271;0,066519999;0,045431931;0,045037791;0,031721064;0,024834136;0,014913451;0,011057463;0,009063438;;;
872;0,097709715;0,1981116;0,14890114;0,14756176;0,103978895;0,078217377;0,075659688;0,068065233;0,045258009;0,043708886;0,03098448;0,024811462;0,015271919;0,010608874;0,008860676;;;
862;0,097709148;0,203439566;0,14912098;0,146488199;0,093115779;0,08330524;0,073682736;0,069454552;0,045555481;0,044179405;0,031929449;0,024538473;0,015631759;0,010637483;0,008920899;;;
668;0,097680009;0,199321171;0,145042397;0,138081059;0,10531202;0,086915081;0,078750528;0,067398758;0,044156119;0,043172643;0,031338679;0,025115499;0,015669617;0,011070378;0,00865605;;;
318;0,097662407;0,194141288;0,145904525;0,146421848;0,098351147;0,092233764;0,073924094;0,065397836;0,044488873;0,04668717;0,031741341;0,025297991;0,015504329;0,010821998;0,009083797;;;
186;0,097643321;0,200564021;0,146997594;0,140392488;0,106792673;0,086631167;0,074377375;0,064346094;0,044601521;0,045864679;0,030482272;0,024820131;0,014599413;0,010909117;0,008621456;;;
310;0,097637699;0,199508887;0,140032134;0,152704607;0,096203436;0,085714193;0,078718338;0,066358019;0,045353963;0,043326144;0,031000962;0,025292273;0,015423598;0,011425293;0,008938152;;;
716;0,097635106;0,200340335;0,154108736;0,137472995;0,095913264;0,084930768;0,080015072;0,068040244;0,045051131;0,044715579;0,030306349;0,024379862;0,014950303;0,011017267;0,008758095;;;
390;0,097634461;0,200807635;0,147917204;0,149009021;0,097883747;0,08691744;0,071661599;0,066718297;0,044532581;0,043651726;0,032071298;0,024598798;0,014389341;0,010904194;0,008937122;;;
672;0,097622752;0,212953167;0,140734197;0,14651846;0,097384406;0,081165032;0,076742693;0,06338918;0,045642233;0,044276662;0,030768462;0,025492534;0,01510931;0,011156786;0,008666877;;;
861;0,097622015;0,196526397;0,145180017;0,139578246;0,104931355;0,088885167;0,077827681;0,068490842;0,044218957;0,042983294;0,031653909;0,024978137;0,015065829;0,010726624;0,008953546;;;
810;0,097608839;0,203575157;0,143119561;0,152910152;0,096075824;0,084859225;0,073554441;0,066920355;0,044998926;0,043569567;0,030301906;0,024905436;0,015038929;0,011183815;0,008986704;;;
448;0,097606797;0,209456322;0,147560879;0,139452233;0,0981859;0,079269129;0,079672608;0,064620369;0,044452891;0,045252023;0,032397566;0,025379511;0,014830204;0,010411947;0,009058419;;;
828;0,097604632;0,205768757;0,14811138;0,144040911;0,098866106;0,082022096;0,076664751;0,063562195;0,044750164;0,04387464;0,031332616;0,025060388;0,015687064;0,011368156;0,008890777;;;
696;0,097598156;0,204129913;0,142973687;0,152258467;0,097699446;0,082841478;0,072088713;0,068685904;0,044235913;0,044579727;0,030454676;0,025254846;0,014911149;0,010978733;0,008907347;;;
91;0,097598063;0,202299094;0,145678996;0,142890882;0,095256028;0,088641521;0,077989726;0,067077921;0,046261258;0,04294938;0,030885211;0,025091709;0,01505743;0,011083216;0,008837628;;;
431;0,09759464;0,200249827;0,140612366;0,154829547;0,101165537;0,084119566;0,071111709;0,066495109;0,045457834;0,045817161;0,030321718;0,024611485;0,015363432;0,011117513;0,008727198;;;
541;0,097586661;0,201731922;0,140605383;0,152716616;0,095825025;0,089757179;0,077839537;0,064709226;0,044559722;0,041200044;0,03220356;0,024870881;0,014564034;0,010703176;0,008713695;;;
592;0,097586379;0,208643714;0,146721972;0,139392661;0,100151013;0,08448453;0,073323261;0,06905079;0,045307705;0,042514529;0,031253243;0,024462485;0,015048924;0,011056302;0,008588871;;;
532;0,097577561;0,207720522;0,14125755;0,151659728;0,092842554;0,087109024;0,074267438;0,065757575;0,044667962;0,043197653;0,031583433;0,025686968;0,014659357;0,010704767;0,00888547;;;
14;0,09755642;0,198663683;0,151230121;0,142608486;0,10166342;0,084576503;0,074023892;0,066245201;0,046333687;0,044467215;0,030689576;0,024271611;0,015349168;0,011207703;0,008669735;;;
67;0,097551661;0,194622579;0,15086475;0,141443901;0,099801949;0,083821271;0,080586206;0,06689225;0,046475907;0,044111087;0,032296797;0,024217114;0,015336978;0,010781771;0,008747441;;;
955;0,097551275;0,19599307;0,151465603;0,143436239;0,089789259;0,089731812;0,076626235;0,071001842;0,046188986;0,044325492;0,031553306;0,025126811;0,015339538;0,010670098;0,008751709;;;
433;0,097548343;0,202779128;0,153086444;0,144685191;0,095252031;0,085185766;0,074075806;0,065840603;0,044513938;0,043356939;0,030759951;0,025551718;0,015225874;0,010696433;0,008990178;;;
204;0,097538014;0,204435723;0,146523419;0,146384413;0,095915204;0,088051017;0,07167953;0,065412531;0,045851626;0,04420619;0,031854863;0,024713356;0,014991182;0,011155428;0,00882552;;;
166;0,097529973;0,200932102;0,152838062;0,143744616;0,099594507;0,087935275;0,069808149;0,063445481;0,046522417;0,043872402;0,032014876;0,024652702;0,014748041;0,011139211;0,008752158;;;
600;0,097526292;0,208262006;0,139349782;0,152409089;0,095851518;0,088542109;0,072902389;0,066163826;0,04356499;0,043844012;0,029657729;0,025154641;0,014960958;0,010711751;0,008625201;;;
203;0,097526253;0,198854416;0,149806757;0,139812501;0,099613332;0,086310375;0,076840035;0,069092049;0,045895382;0,042939021;0,030533783;0,025262948;0,01525345;0,011014482;0,008771469;;;
250;0,097508821;0,199707167;0,148045934;0,138881751;0,103533069;0,087901231;0,076355512;0,064370005;0,044851855;0,046131396;0,030450295;0,024789275;0,014926624;0,011132716;0,008923171;;;
110;0,097506943;0,198508237;0,148036808;0,141847261;0,101108287;0,090530361;0,073881444;0,064451664;0,046186656;0,043888652;0,031680344;0,02452659;0,01522808;0,011169512;0,008956106;;;
900;0,097506445;0,195064847;0,144064965;0,150881531;0,101901125;0,087416694;0,077772632;0,0671068;0,043412824;0,042733832;0,030955588;0,024685039;0,014849523;0,010447254;0,008707344;;;
482;0,097501295;0,205695533;0,143461895;0,148677192;0,094251199;0,085355611;0,072221299;0,066889126;0,045848561;0,046345628;0,030657785;0,025642893;0,014952361;0,011143059;0,008857858;;;
177;0,097491929;0,202531231;0,150039351;0,142173875;0,096413704;0,085679115;0,074438598;0,066735222;0,044257279;0,046479559;0,031936023;0,02451115;0,014819303;0,011260891;0,008724699;;;
282;0,097475307;0,200854649;0,146249776;0,143500206;0,10055506;0,083404685;0,078901816;0,066597521;0,046572754;0,04243454;0,030318439;0,025771705;0,015162831;0,010715985;0,008960034;;;
858;0,097464253;0,200191366;0,147899762;0,144835894;0,098519322;0,090596012;0,070290544;0,068617919;0,044463548;0,043921807;0,030212832;0,025530948;0,015417967;0,010722806;0,008779275;;;
338;0,097460382;0,194938586;0,145999812;0,144139969;0,103678288;0,088481524;0,072888134;0,068502841;0,046073472;0,044565776;0,031410049;0,024576025;0,014907523;0,01100857;0,008829431;;;
163;0,09736782;0,205856039;0,134493627;0,149438678;0,09992304;0,085836013;0,078845994;0,066807619;0,045623434;0,041493044;0,03213917;0,024452816;0,015078142;0,011189449;0,008822934;;;
557;0,097356233;0,202391251;0,149400961;0,14537855;0,095042437;0,081405338;0,080456798;0,066501091;0,045095001;0,042859007;0,031395942;0,025102787;0,015230338;0,010892426;0,008848074;;;
522;0,097339397;0,202060808;0,143098266;0,151696374;0,095668841;0,087836283;0,074118447;0,064927416;0,04674336;0,042498083;0,032385284;0,024018342;0,015403567;0,010671424;0,008873506;;;
41;0,097324754;0,203496415;0,142257134;0,142273099;0,108053004;0,081371872;0,078479243;0,065088513;0,046928758;0,041725034;0,030981701;0,024600409;0,015264052;0,010896934;0,008583832;;;
219;0,097314425;0,193793724;0,144060359;0,157006882;0,09722122;0,085053787;0,074384701;0,066981746;0,045411975;0,045121553;0,030987521;0,024991211;0,01504184;0,01115673;0,008786751;;;
802;0,097309353;0,201585069;0,146910397;0,148024757;0,095817597;0,084180379;0,074478689;0,065393528;0,046404382;0,044642125;0,031819955;0,025299166;0,015311174;0,011198333;0,008934447;;;
491;0,097299629;0,200117951;0,144250421;0,151775329;0,093192294;0,086655328;0,07651018;0,065751333;0,04590207;0,044287577;0,030724759;0,025296769;0,015768767;0,011043434;0,00872379;;;
380;0,097294107;0,198834121;0,143542668;0,148794137;0,102877268;0,090261424;0,072559351;0,064626686;0,044916403;0,043330646;0,030695609;0,024507688;0,015318154;0,011074073;0,008661773;;;
675;0,097284324;0,202205032;0,147368501;0,139633232;0,097135608;0,092733358;0,076280862;0,065221143;0,045811993;0,043241133;0,031340916;0,023997463;0,015383177;0,010966103;0,00868148;;;
774;0,097282069;0,196543354;0,150878483;0,144715219;0,098135681;0,085021199;0,078365671;0,064926996;0,04536925;0,043306414;0,031872796;0,025736928;0,015319032;0,010914965;0,00889401;;;
512;0,097267183;0,197774647;0,141040431;0,15762544;0,097029608;0,083021095;0,07495675;0,066077729;0,044345986;0,046590483;0,031774686;0,024784811;0,015079784;0,010897206;0,009001342;;;
677;0,097261368;0,197139253;0,149476055;0,140672998;0,100536332;0,084625809;0,078615971;0,068584124;0,045689098;0,043409374;0,031422251;0,024860885;0,015439767;0,010772484;0,0087556;;;
294;0,097255077;0,20553257;0,148245421;0,143441799;0,091608995;0,087940542;0,077631593;0,065010714;0,043721503;0,04541054;0,031848519;0,024643361;0,015422999;0,010698494;0,008842949;;;
527;0,097249736;0,206496054;0,150586044;0,137876642;0,092810313;0,087433235;0,078538405;0,06579444;0,044331789;0,044906711;0,03044181;0,025603766;0,015077542;0,011174685;0,008928564;;;
439;0,097249218;0,198477926;0,152225397;0,143108463;0,10114955;0,085469484;0,07393287;0,064381557;0,046377927;0,042939992;0,031561882;0,025552284;0,014914016;0,010951597;0,008957055;;;
159;0,097239017;0,200654855;0,144827299;0,143513454;0,106680642;0,085751407;0,07283835;0,065910077;0,044826699;0,043298466;0,032014671;0,024706478;0,015163323;0,010851141;0,008963137;;;
972;0,097227218;0,197965992;0,155354194;0,143124744;0,094901694;0,087170021;0,077216889;0,064432794;0,043615919;0,043971542;0,031817417;0,025377322;0,015242294;0,010909066;0,008900112;;;
146;0,097220443;0,210069561;0,143271994;0,138578017;0,099340591;0,084439573;0,078577231;0,068991693;0,044343231;0,042394911;0,030961165;0,024726285;0,01503455;0,010540997;0,008730201;;;
643;0,097219927;0,192970123;0,155685622;0,145154312;0,096648669;0,086255518;0,075063919;0,066136224;0,04595606;0,043548731;0,030930298;0,025342774;0,015794175;0,011443793;0,009069782;;;
769;0,097212556;0,204102258;0,138978097;0,148179928;0,098515078;0,085824693;0,076701615;0,067715455;0,046074357;0,042935322;0,031833815;0,02440976;0,014572776;0,011325432;0,008831414;;;
20;0,097208447;0,196696839;0,142955051;0,143853855;0,104908634;0,088870451;0,069806619;0,071574791;0,044538527;0,04485345;0,031877395;0,024570414;0,01565792;0,010936963;0,008899092;;;
567;0,097206073;0,203034157;0,142316533;0,149020308;0,100105061;0,083141667;0,075855909;0,069052097;0,044481111;0,042366414;0,031097755;0,024768603;0,015277063;0,010742535;0,008740787;;;
805;0,09719232;0,19550029;0,15731708;0,14376671;0,099882824;0,086922282;0,073567297;0,064172327;0,044155601;0,042814937;0,031831563;0,024958145;0,015467358;0,010896972;0,008746614;;;
844;0,097173471;0,199920164;0,142556019;0,152726249;0,096507414;0,082496433;0,075337471;0,069241906;0,043555009;0,046098353;0,030901292;0,025034255;0,015414366;0,011294227;0,008916843;;;
933;0,097171786;0,206240695;0,144321818;0,139175639;0,097157295;0,096139615;0,071821055;0,06455892;0,044834796;0,044005251;0,032109643;0,024683946;0,015145783;0,011147509;0,008658035;;;
852;0,097167101;0,201462213;0,144371122;0,148362943;0,093128912;0,083230872;0,08498854;0,064898543;0,045099447;0,042783268;0,031222586;0,025558012;0,014846926;0,011183137;0,008863479;;;
665;0,097163699;0,199024044;0,148805206;0,142046456;0,098029279;0,086795496;0,079030767;0,066246005;0,047142822;0,043098415;0,030155254;0,024534098;0,015218451;0,011139941;0,008733765;;;
272;0,097159981;0,202136646;0,141042598;0,151820238;0,099983968;0,083461567;0,07539123;0,06675389;0,04427152;0,044333024;0,03114277;0,024994;0,01539531;0,010541192;0,008732047;;;
140;0,097153112;0,196188892;0,144356454;0,143960989;0,100868682;0,079717189;0,085737756;0,068678462;0,045409001;0,043392555;0,03143783;0,025385845;0,014772175;0,011198257;0,008895915;;;
454;0,09714862;0,197793933;0,148383788;0,141191536;0,109283316;0,083313303;0,072116215;0,067437006;0,044091384;0,04431274;0,03240543;0,025065755;0,015009484;0,010779693;0,008816416;;;
966;0,097145444;0,202377268;0,141130789;0,146955516;0,091880289;0,093716824;0,074833428;0,068015322;0,045161248;0,04458561;0,031089094;0,024978197;0,015305145;0,011032899;0,00893837;;;
457;0,097135887;0,190089391;0,143282704;0,148630854;0,105471903;0,084520894;0,079996671;0,067874655;0,044738485;0,044791074;0,031042066;0,024346699;0,015531662;0,010899548;0,008783394;;;
388;0,097131133;0,199308085;0,141787273;0,153202114;0,098290354;0,085409927;0,075781896;0,066627046;0,045584595;0,04225423;0,031292436;0,025256374;0,015384752;0,011003781;0,008817138;;;
631;0,09712784;0,193201004;0,150402551;0,147173326;0,1010167;0,088373547;0,071946167;0,06634284;0,0457988;0,043506244;0,031318852;0,025147928;0,015598504;0,011275608;0,008897931;;;
778;0,097120604;0,196770836;0,151055847;0,140562107;0,102135994;0,089874238;0,073477738;0,068157512;0,04489205;0,043255266;0,030759886;0,024233448;0,01512105;0,010901564;0,008802465;;;
127;0,097112903;0,210590563;0,136573912;0,145330765;0,099976515;0,092790199;0,071038133;0,065491276;0,044268686;0,045022626;0,030200341;0,024553611;0,014931881;0,010529734;0,008701758;;;
283;0,097108587;0,206741729;0,146330097;0,146478631;0,095826309;0,08302066;0,076158773;0,065306268;0,044611171;0,04404101;0,032097306;0,025075939;0,014777422;0,010790471;0,008744212;;;
399;0,097108063;0,200679436;0,141272966;0,150983042;0,098605637;0,086513449;0,072545398;0,067126651;0,045176105;0,045600703;0,030595906;0,025659983;0,015247562;0,011209566;0,008783597;;;
280;0,097099366;0,195239362;0,143082177;0,154659069;0,096520056;0,083382215;0,079453351;0,066795176;0,046456706;0,042104697;0,031800964;0,025296081;0,015031581;0,011321582;0,008856982;;;
